YEAR,OPID,Weekday usage,Weekend usage
2021,108440002,,
2021,108450001,40,40
2021,108450002,60,60
2021,108470001,,
2021,108470002,,
2021,108480001,40,40
2021,108480002,,
2021,108490001,20,20
2021,108500001,40,40
2021,10850001,60,120
2021,10850002,60,60
2021,10850003,150,180
2021,10850004,60,150
2021,10850005,60,60
2021,108510001,,
2021,10860001,30,30
2021,10860002,30,30
2021,10860003,90,150
2021,10870001,90,90
2021,10870002,60,60
2021,10870003,90,120
2021,108730001,180,240
2021,108730002,150,90
2021,108750001,,
2021,108750002,,
2021,108750003,120,180
2021,108750004,120,180
2021,108800001,0,30
2021,108800003,30,90
2021,108810001,30,120
2021,108810002,20,30
2021,108840001,30,0
2021,108840002,100,50
2021,108850001,,
2021,108850002,,
2021,10900001,50,50
2021,10900003,30,30
2021,10900004,20,20
2021,10900005,30,30
2021,1090001,20,30
2021,1090002,20,60
2021,109020001,90,180
2021,109020002,60,60
2021,109020003,60,180
2021,109030001,30,150
2021,109030002,60,180
2021,109030003,60,180
2021,109030004,30,120
2021,109040001,60,60
2021,109040002,90,60
2021,109040003,180,120
2021,109040004,180,90
2021,109050001,90,120
2021,109050002,90,150
2021,109050003,90,150
2021,109060001,30,30
2021,109060002,30,30
2021,109070001,60,60
2021,109070002,30,30
2021,109080001,80,60
2021,109080002,30,30
2021,109080003,60,120
2021,109080004,120,180
2021,109090001,60,60
2021,109090002,60,60
2021,109090003,60,180
2021,109090004,210,330
2021,109100001,180,360
2021,109100002,300,120
2021,109100003,120,360
2021,109110001,240,360
2021,109110002,180,300
2021,109110003,,
2021,109120001,10,30
2021,109120002,20,30
2021,109120003,60,180
2021,109120004,180,300
2021,109130001,180,300
2021,109130002,240,390
2021,109130003,240,420
2021,109140001,60,120
2021,109140002,,
2021,109140003,180,120
2021,109140004,300,290
2021,109150001,,
2021,109150002,60,120
2021,109150003,,
2021,109170001,180,60
2021,109170002,30,120
2021,109170003,300,360
2021,109180001,60,120
2021,109180002,180,360
2021,109180003,120,480
2021,109180004,5,10
2021,109190001,40,70
2021,109190003,60,180
2021,109190004,,
2021,109200001,,
2021,109200002,,
2021,109200003,,
2021,10920001,60,60
2021,10920002,50,50
2021,10920003,40,60
2021,109210001,120,180
2021,109210002,60,300
2021,109220001,10,20
2021,109220002,20,60
2021,109220003,60,180
2021,109230001,,
2021,109230002,,
2021,109240001,,
2021,109240002,30,60
2021,109240004,210,230
2021,109250001,0,120
2021,109250002,240,240
2021,109250003,180,360
2021,109260001,60,60
2021,109260002,60,60
2021,109270001,10,30
2021,109270002,10,20
2021,109270003,120,300
2021,109270004,,
2021,109280001,30,60
2021,109280002,60,60
2021,109280003,60,60
2021,109280004,,
2021,109290001,60,120
2021,109290002,30,30
2021,109300001,20,120
2021,109300002,40,120
2021,109300003,60,180
2021,109300004,,
2021,10930001,40,60
2021,10930002,100,120
2021,10930003,120,270
2021,10930004,120,300
2021,10930005,180,180
2021,109310001,30,60
2021,109310002,10,30
2021,109320001,60,180
2021,109320002,60,180
2021,109330001,30,120
2021,109330002,60,180
2021,109330003,30,120
2021,109330004,60,180
2021,109340001,60,180
2021,109340002,30,60
2021,109340003,180,300
2021,109340004,180,300
2021,109350001,60,120
2021,109350002,60,120
2021,109350003,240,360
2021,109350004,,
2021,109360001,,
2021,109360002,60,60
2021,109360003,120,360
2021,109360004,120,300
2021,109370001,10,20
2021,109370002,120,300
2021,109370003,120,300
2021,109370004,,
2021,109380001,5,10
2021,109380002,30,120
2021,109380003,120,180
2021,109380004,20,30
2021,109390001,240,360
2021,109390002,60,90
2021,109390003,70,40
2021,109390004,180,300
2021,109400001,15,30
2021,109400002,10,10
2021,10940001,30,60
2021,10940002,20,40
2021,109410001,120,180
2021,109410002,60,30
2021,109410003,120,180
2021,109410004,120,240
2021,10950001,,
2021,10950002,60,60
2021,10950003,30,30
2021,10950004,,
2021,109540001,30,60
2021,109540002,10,140
2021,109550001,60,60
2021,109550002,80,110
2021,109550003,30,0
2021,109560001,30,110
2021,109560002,60,60
2021,109560003,60,90
2021,109570001,60,90
2021,109570002,30,30
2021,109580001,30,30
2021,109580002,50,20
2021,109580003,60,60
2021,109590001,60,120
2021,109590002,30,30
2021,109590003,50,110
2021,109600001,30,30
2021,109600002,60,60
2021,109600003,60,60
2021,109610001,60,90
2021,109610002,180,180
2021,109620001,20,80
2021,109620002,60,40
2021,109630001,30,150
2021,109630002,10,30
2021,109630003,60,120
2021,109630004,80,60
2021,109640001,20,20
2021,109640002,30,0
2021,109640003,120,150
2021,109650001,20,20
2021,109650002,40,40
2021,109660001,90,90
2021,109660002,60,30
2021,109660003,20,20
2021,109670001,60,90
2021,109670002,90,60
2021,109670003,90,150
2021,109670004,90,120
2021,109680002,,
2021,109690001,20,30
2021,109690002,10,20
2021,109690003,20,60
2021,109700002,110,120
2021,109700003,50,50
2021,10970001,100,100
2021,10970002,90,80
2021,10970003,26,14
2021,109710001,100,50
2021,109710002,50,20
2021,109710003,60,60
2021,109720001,30,60
2021,109720002,60,80
2021,109730002,60,90
2021,109780001,20,30
2021,109780002,10,10
2021,109780003,30,30
2021,109780004,30,30
2021,109790001,15,20
2021,109790002,10,10
2021,109790003,20,20
2021,109790004,30,30
2021,109800001,40,60
2021,109800002,20,30
2021,109800003,30,30
2021,10980001,120,120
2021,10980002,20,20
2021,10980003,,
2021,10980004,40,90
2021,10980005,10,10
2021,109810001,10,20
2021,109820001,30,30
2021,109820002,20,20
2021,109820003,30,30
2021,109830001,20,20
2021,109830002,20,20
2021,109830003,30,40
2021,109850001,30,50
2021,109850002,30,30
2021,109850003,30,30
2021,109850004,20,20
2021,109860001,20,20
2021,109860002,20,30
2021,109900001,60,60
2021,109910001,30,30
2021,109910002,10,20
2021,109920001,60,60
2021,109920002,60,180
2021,109920003,60,60
2021,109930001,30,30
2021,109930002,50,50
2021,109930003,60,60
2021,109940001,60,60
2021,109940002,40,120
2021,109940003,120,120
2021,109950001,60,60
2021,109950002,120,120
2021,109960001,30,30
2021,109960002,20,20
2021,109960003,60,60
2021,109970001,60,60
2021,109970002,20,20
2021,109970003,120,120
2021,11000001,50,100
2021,11000002,60,140
2021,1100001,30,90
2021,11000101,30,40
2021,11000102,50,150
2021,110020001,,
2021,110020002,,
2021,110020003,20,20
2021,110030001,,
2021,110030002,,
2021,110030003,,
2021,110030004,,
2021,110040001,,
2021,110040002,,
2021,110040003,30,30
2021,110040004,,
2021,110050001,,
2021,110050002,,
2021,110050003,60,60
2021,110050004,60,60
2021,110060001,,
2021,110060002,,
2021,110070001,30,30
2021,110070002,,
2021,110070003,,
2021,110090001,,
2021,110090002,,
2021,110100001,,
2021,110100002,,
2021,110100003,,
2021,110100004,,
2021,11010001,50,80
2021,11010002,50,80
2021,11010003,50,80
2021,11010004,40,80
2021,110110001,,
2021,110110002,,
2021,110130001,,
2021,110130002,,
2021,110130003,,
2021,110140001,,
2021,110140002,,
2021,11020001,30,40
2021,11020002,30,40
2021,11020003,30,80
2021,110220001,10,10
2021,110220002,10,10
2021,110230001,10,10
2021,110230002,10,10
2021,11030001,50,110
2021,11030002,40,160
2021,11030003,30,100
2021,11030004,50,100
2021,11030005,50,80
2021,110320001,,
2021,110320002,20,0
2021,110320003,60,60
2021,110320004,60,60
2021,110330001,20,20
2021,110330002,20,20
2021,110330003,60,120
2021,110330004,60,60
2021,110340001,20,20
2021,110340002,30,30
2021,110340003,30,60
2021,110340004,60,120
2021,110360001,20,20
2021,110360002,20,20
2021,110360004,30,30
2021,110360102,30,30
2021,110370001,20,20
2021,110370002,20,20
2021,110370003,60,60
2021,110370004,20,20
2021,110380001,30,30
2021,110380002,30,30
2021,110380003,60,120
2021,110380004,60,120
2021,110390001,10,10
2021,110390002,30,30
2021,110390003,120,120
2021,110390004,60,60
2021,110390005,,
2021,110400001,30,30
2021,110400002,60,60
2021,110400003,60,60
2021,110400004,30,30
2021,11040001,20,120
2021,11040002,30,120
2021,11040101,30,120
2021,110410001,20,30
2021,110410002,20,20
2021,110410004,60,120
2021,110410101,60,60
2021,11050001,60,60
2021,11050002,60,120
2021,11050003,60,180
2021,11050004,10,10
2021,11050005,60,180
2021,110520001,60,180
2021,110520002,30,30
2021,110530001,20,40
2021,110530002,120,60
2021,110530003,120,150
2021,110540001,120,120
2021,110540002,30,60
2021,110550001,30,90
2021,110550002,20,20
2021,110560001,,
2021,110560002,,
2021,110570001,120,120
2021,110570002,40,80
2021,110570003,120,150
2021,110570004,30,30
2021,110580001,30,90
2021,110590001,40,60
2021,110590002,90,120
2021,110600001,30,150
2021,110600002,60,180
2021,11060001,50,50
2021,11060002,,
2021,11060004,0,40
2021,11060101,30,120
2021,11060102,90,180
2021,110610001,60,150
2021,110610002,150,180
2021,110620001,30,90
2021,110620002,30,60
2021,110620003,90,180
2021,110620004,60,120
2021,110630001,30,120
2021,110630002,30,60
2021,110630003,30,180
2021,110640001,30,60
2021,110640002,30,60
2021,110640003,90,180
2021,110640004,30,90
2021,110650001,30,180
2021,110650002,30,120
2021,110650003,60,240
2021,110650004,100,270
2021,110660001,30,420
2021,110660002,60,180
2021,110670001,60,240
2021,110670002,60,180
2021,110680001,30,120
2021,110680002,60,180
2021,110690001,60,180
2021,110690002,60,180
2021,110700001,60,120
2021,11070001,50,80
2021,11070002,50,80
2021,11070003,50,80
2021,11070004,60,120
2021,11070005,50,80
2021,110710001,30,90
2021,110720001,30,30
2021,110720002,20,10
2021,110720004,30,30
2021,110730001,10,0
2021,110730002,30,30
2021,110730003,30,40
2021,110740001,60,60
2021,110740002,10,10
2021,110750001,15,15
2021,110760001,15,10
2021,110760002,20,10
2021,110760004,20,20
2021,110770001,20,30
2021,110780001,10,20
2021,110780002,10,10
2021,110790001,15,10
2021,110790002,10,10
2021,110790004,20,20
2021,110800001,10,20
2021,110800002,20,30
2021,110800003,10,20
2021,11080001,,
2021,11080002,100,40
2021,11080003,30,40
2021,110820001,190,80
2021,110820002,420,540
2021,110820003,90,120
2021,110830001,20,60
2021,110830002,0,210
2021,110830003,240,420
2021,110830004,240,420
2021,110830005,180,360
2021,110850001,20,10
2021,110910001,210,300
2021,110910002,150,240
2021,110910003,330,440
2021,110920001,0,120
2021,110920002,0,60
2021,110920003,30,60
2021,110920004,20,40
2021,110930001,,
2021,110940001,20,600
2021,110940002,0,60
2021,110940003,30,60
2021,110950001,10,20
2021,110950002,20,30
2021,110960001,0,30
2021,110960002,0,30
2021,110970001,0,30
2021,110970002,10,20
2021,110970003,40,40
2021,110970004,0,30
2021,110980001,40,40
2021,110980002,20,20
2021,110980003,20,20
2021,110990001,30,30
2021,110990002,30,30
2021,110990003,0,30
2021,11100001,30,40
2021,11100002,40,30
2021,11100003,40,40
2021,1110001,5,20
2021,1110002,60,60
2021,111010001,,
2021,111010002,,
2021,111010004,30,30
2021,111020001,30,30
2021,111030001,,
2021,111030002,,
2021,111040001,20,20
2021,111040002,30,20
2021,111050001,30,30
2021,111050002,,
2021,111060001,,
2021,111060002,,
2021,111070001,0,20
2021,111070002,120,120
2021,111080001,20,30
2021,111080002,,
2021,111080003,20,40
2021,111080004,20,20
2021,111090001,30,30
2021,111090002,20,30
2021,111090003,20,30
2021,111100001,0,20
2021,111100002,0,20
2021,111100003,20,10
2021,11110001,40,30
2021,11110002,40,30
2021,11110003,30,40
2021,111110002,,
2021,11120001,30,30
2021,11120002,40,30
2021,11120003,40,40
2021,11140001,15,30
2021,11140002,20,30
2021,11140003,30,30
2021,11160001,30,40
2021,11160002,30,30
2021,11170001,10,10
2021,11170002,,
2021,11180001,60,60
2021,11180002,20,30
2021,11180003,60,30
2021,11180004,120,240
2021,11190001,40,110
2021,11190002,20,60
2021,11190003,40,120
2021,11190004,30,120
2021,11190005,40,60
2021,112000001,120,240
2021,112000002,120,180
2021,112000003,30,60
2021,11200001,30,30
2021,11200002,20,30
2021,1120001,20,30
2021,1120002,10,30
2021,1120003,15,60
2021,112010002,30,60
2021,112010003,90,90
2021,112010004,120,120
2021,112020001,60,60
2021,112020002,60,120
2021,112020003,40,120
2021,112030001,,
2021,112030003,90,90
2021,112030004,60,90
2021,112040001,120,240
2021,112040002,180,180
2021,112040003,90,120
2021,112050001,60,60
2021,112050002,120,120
2021,112050003,60,120
2021,112060002,60,60
2021,112060003,120,120
2021,112060004,,
2021,112070002,150,180
2021,112070003,120,120
2021,112080001,,
2021,112080002,,
2021,112080004,60,120
2021,112090001,60,120
2021,112090002,30,30
2021,112100001,90,120
2021,112100002,120,120
2021,112100004,60,60
2021,112120001,60,60
2021,112120002,30,30
2021,112120004,60,60
2021,112130001,60,120
2021,112130002,60,60
2021,112130003,120,120
2021,112130004,60,120
2021,112140001,120,180
2021,112140002,90,180
2021,112140003,30,60
2021,112150001,120,180
2021,112150002,120,120
2021,112150003,120,180
2021,112160001,120,210
2021,112160002,120,150
2021,112160003,60,60
2021,112160004,30,30
2021,112170001,,
2021,112170002,150,240
2021,112180001,120,120
2021,112180003,30,60
2021,112180004,60,60
2021,112190001,90,90
2021,112190002,120,120
2021,112190003,180,180
2021,112200001,120,180
2021,112200002,180,180
2021,112200003,60,60
2021,11220001,20,40
2021,11220004,30,120
2021,112210002,60,60
2021,112210003,120,120
2021,112210004,90,180
2021,112220001,60,90
2021,112220002,120,180
2021,112220003,60,60
2021,112220004,30,60
2021,112230001,60,120
2021,112230002,90,120
2021,112230003,120,120
2021,112230004,180,180
2021,112240001,30,30
2021,112240002,120,180
2021,112250001,120,240
2021,112250002,120,180
2021,112260002,30,30
2021,112260003,60,120
2021,112270001,120,120
2021,112270002,120,240
2021,112290002,120,60
2021,112290003,120,120
2021,112290004,60,120
2021,11230001,30,30
2021,11230002,,
2021,112320001,30,0
2021,112320002,10,30
2021,112340002,,
2021,112400001,40,120
2021,112410001,60,120
2021,112410002,60,120
2021,112420001,90,150
2021,112430001,60,120
2021,112430002,30,60
2021,112430003,90,120
2021,112440001,60,120
2021,112440002,30,60
2021,112440003,30,60
2021,112450001,60,90
2021,112450002,30,30
2021,112450003,90,120
2021,112450004,60,120
2021,112460001,30,30
2021,112460002,,
2021,112460003,90,150
2021,112460004,60,120
2021,112470001,60,120
2021,112470002,,
2021,112470003,60,120
2021,112480001,90,120
2021,112480002,120,240
2021,112480003,60,120
2021,112480004,60,60
2021,112490001,120,120
2021,112490002,120,180
2021,11250001,30,30
2021,11250002,60,60
2021,11250003,30,30
2021,11250004,30,30
2021,112520002,120,120
2021,112520003,30,30
2021,112530001,60,120
2021,112530002,180,180
2021,112540001,60,60
2021,112540002,60,120
2021,112540003,90,120
2021,112540004,20,60
2021,112560002,180,180
2021,112560003,30,60
2021,112560004,60,120
2021,112570001,180,180
2021,112570002,30,60
2021,112570004,60,60
2021,112580001,120,120
2021,112580002,30,120
2021,112590001,60,60
2021,112590002,180,120
2021,112590004,60,120
2021,112600001,,
2021,112600002,60,60
2021,112600003,120,120
2021,11260001,60,120
2021,11260002,60,60
2021,11260003,,
2021,11260004,,
2021,11260005,120,120
2021,11260006,60,60
2021,112610002,30,30
2021,112610003,120,120
2021,112650001,120,240
2021,112650002,180,60
2021,112670001,30,90
2021,112670002,40,40
2021,112670003,60,60
2021,112700001,60,120
2021,112700002,60,60
2021,112710001,90,90
2021,112710002,60,60
2021,112710003,60,60
2021,112720001,90,90
2021,112720002,120,120
2021,112720003,,
2021,112730001,60,60
2021,112730002,60,120
2021,112730003,30,60
2021,112770001,120,180
2021,112770002,120,240
2021,112770003,60,180
2021,112800002,120,60
2021,112800003,90,180
2021,112800004,0,120
2021,112800005,0,90
2021,112810001,60,120
2021,112810002,60,120
2021,112810003,,
2021,112810004,,
2021,112820001,30,60
2021,112820002,30,120
2021,112820003,60,300
2021,112820004,60,300
2021,112830001,60,120
2021,112830002,30,30
2021,112830003,30,30
2021,112840001,60,60
2021,112840002,30,30
2021,112840003,60,120
2021,112840004,120,180
2021,112850001,30,30
2021,112850002,300,300
2021,112850003,,
2021,112870001,30,30
2021,112870002,600,600
2021,112870003,60,120
2021,112870004,180,360
2021,112880001,120,180
2021,112880002,180,180
2021,112880003,120,120
2021,112880004,180,180
2021,112890001,60,30
2021,112890002,120,180
2021,112890003,180,180
2021,112890004,120,60
2021,112900001,60,120
2021,112900002,120,120
2021,112900003,60,180
2021,11290001,30,30
2021,11290002,10,10
2021,112910001,60,60
2021,112910002,0,60
2021,112910003,,
2021,112910004,60,60
2021,112920001,30,30
2021,112920002,,
2021,112920003,60,60
2021,112940001,,
2021,112950001,30,30
2021,112950002,120,120
2021,112950003,30,120
2021,112950004,60,180
2021,112960001,120,180
2021,112960002,60,120
2021,112960003,180,180
2021,112970001,270,270
2021,112970002,300,300
2021,112970003,60,120
2021,113000001,60,30
2021,113000002,120,30
2021,113000003,60,60
2021,113140001,60,30
2021,113140002,,
2021,113150001,,
2021,113150002,,
2021,113170001,,
2021,113180001,40,40
2021,113180002,30,30
2021,113190001,60,240
2021,113200001,,
2021,113200002,,
2021,113210001,30,30
2021,113210002,30,30
2021,113210003,90,180
2021,113220001,40,60
2021,113220002,30,30
2021,113220003,60,60
2021,113220004,60,60
2021,113230001,20,60
2021,113230002,30,30
2021,113230003,30,30
2021,113240001,15,60
2021,113240002,90,180
2021,113240003,60,60
2021,113250001,,
2021,113260001,,
2021,113270001,,
2021,113270002,,
2021,113280001,30,30
2021,113280002,60,60
2021,113280003,90,150
2021,113280004,120,180
2021,113290001,20,20
2021,113290002,30,30
2021,113290003,60,180
2021,113350001,40,60
2021,113350002,30,30
2021,113350003,120,180
2021,113350004,120,120
2021,11350001,10,10
2021,11360002,,
2021,11380002,20,20
2021,11390001,40,60
2021,11400002,30,30
2021,114060001,5,5
2021,114060002,10,10
2021,114070001,,
2021,114070002,10,10
2021,114080001,,
2021,114080002,,
2021,114090001,15,15
2021,114090002,10,15
2021,114100001,20,30
2021,11410002,,
2021,114110001,,
2021,114120001,10,10
2021,114130001,,
2021,114140001,5,10
2021,114150001,,
2021,114150002,10,10
2021,114150003,,
2021,114200001,120,120
2021,114200002,120,300
2021,114200003,240,120
2021,11420003,30,50
2021,114210001,120,120
2021,114210002,120,120
2021,114210003,120,120
2021,114210004,120,120
2021,114220001,60,120
2021,114220002,60,60
2021,114220003,60,60
2021,114220004,,
2021,114230001,120,240
2021,114230002,60,240
2021,114230003,0,120
2021,114230004,0,120
2021,114240001,90,180
2021,114240002,120,300
2021,114250001,60,120
2021,114250002,90,120
2021,114260001,180,300
2021,114260002,120,360
2021,114260003,180,300
2021,114260004,180,300
2021,114270001,60,240
2021,114270002,120,180
