YEAR,OPID,Weekday usage,Weekend usage
2023,24540001,80,30
2023,24540002,60,60
2023,24580001,30,60
2023,24580002,20,30
2023,24580003,60,60
2023,24590001,60,60
2023,24600001,60,60
2023,24600002,60,60
2023,24600003,100,100
2023,2460001,90,90
2023,2460002,90,90
2023,24610001,30,60
2023,24610002,30,30
2023,24670001,90,150
2023,24670002,80,180
2023,24670004,30,80
2023,24680001,,
2023,24680002,30,40
2023,24680003,20,20
2023,24690001,120,189
2023,24690002,20,30
2023,24700001,60,120
2023,24700002,60,60
2023,24700003,60,60
2023,24700004,60,60
2023,24710001,60,180
2023,24710002,120,180
2023,24710004,60,60
2023,24710005,60,60
2023,24730001,60,120
2023,24730002,60,120
2023,24730003,60,120
2023,24730004,30,120
2023,24740001,30,120
2023,24740002,60,120
2023,24740003,120,120
2023,24750001,60,120
2023,24750002,60,60
2023,24750003,60,60
2023,24750004,60,60
2023,24770001,60,60
2023,24770002,60,60
2023,24770003,30,60
2023,24780001,60,60
2023,24780002,60,60
2023,24780003,40,120
2023,24780004,60,60
2023,24790001,,
2023,24830001,,
2023,24830002,110,60
2023,24840002,,
2023,24840101,60,120
2023,24840102,60,120
2023,24840103,60,60
2023,24840104,30,1
2023,24840105,30,30
2023,24850001,110,150
2023,24850002,60,120
2023,24860001,110,180
2023,24860002,120,180
2023,24860003,60,90
2023,24860004,110,150
2023,24890001,40,90
2023,24890002,20,30
2023,24890003,90,60
2023,24910001,40,30
2023,24910002,20,30
2023,24920001,,
2023,24930002,60,30
2023,24930003,90,30
2023,24940003,40,40
2023,24950001,40,80
2023,24950002,60,30
2023,25000001,60,120
2023,25000002,,
2023,25010001,30,30
2023,25010002,10,40
2023,25020001,60,120
2023,25020002,120,60
2023,25020101,60,120
2023,25020102,60,120
2023,25030001,,
2023,25030002,,
2023,25040001,,
2023,25040002,,
2023,25060001,,
2023,25060002,60,90
2023,25070001,120,120
2023,25070002,120,60
2023,25070003,0,20
2023,25070004,60,60
2023,25100001,,
2023,25100002,160,180
2023,25120001,,
2023,25130001,,
2023,25150001,120,120
2023,25150002,130,90
2023,25180001,,
2023,25180002,100,170
2023,25180003,150,30
2023,25180004,180,170
2023,25200001,,
2023,25200002,,
2023,25210001,,
2023,25210002,160,120
2023,25210003,120,120
2023,25210004,160,60
2023,25240001,90,180
2023,25240002,120,180
2023,25240003,90,140
2023,25240004,30,80
2023,25260001,,
2023,25260002,60,90
2023,25260003,240,360
2023,25260004,300,420
2023,25260005,120,180
2023,25270001,90,180
2023,25270002,80,180
2023,25270003,90,180
2023,25270004,90,150
2023,25300001,10,30
2023,25300002,30,60
2023,25310001,90,30
2023,25310002,180,60
2023,25310003,60,90
2023,25320001,,
2023,25320002,5,5
2023,25320003,30,60
2023,25320004,30,30
2023,25330001,60,60
2023,25330002,30,30
2023,25330003,90,180
2023,25330004,20,20
2023,25330005,30,30
2023,25340001,120,60
2023,25340002,120,60
2023,25350001,60,60
2023,25350002,10,20
2023,25360001,60,60
2023,25370001,60,60
2023,25370002,60,60
2023,25480001,60,60
2023,25480002,30,60
2023,25490001,30,90
2023,25490002,10,60
2023,25490003,60,60
2023,25500001,20,30
2023,25500002,60,90
2023,25550001,30,60
2023,25550002,60,120
2023,25550003,60,60
2023,25550004,60,60
2023,25560001,90,120
2023,25570001,600,600
2023,25570002,600,0
2023,25570003,480,0
2023,25570004,480,0
2023,25580001,120,60
2023,25610001,40,80
2023,25610002,30,30
2023,25610003,30,30
2023,25610004,20,20
2023,25640001,80,30
2023,25640002,30,60
2023,25640003,180,300
2023,25640004,180,300
2023,25650001,,
2023,25660002,,
2023,25660003,40,90
2023,25660004,90,150
2023,25660005,45,30
2023,25660006,40,30
2023,25660007,90,120
2023,25660008,45,90
2023,25660009,20,90
2023,25670001,90,140
2023,25690001,40,30
2023,25700001,,
2023,25710001,120,60
2023,25720001,,
2023,25720002,30,60
2023,25730001,150,90
2023,25740001,,
2023,25740002,,
2023,25760001,,
2023,25760002,,
2023,25770002,30,30
2023,25780001,,
2023,25780002,,
2023,25780003,90,30
2023,25790001,90,120
2023,25800002,,
2023,25810001,120,180
2023,25810002,120,60
2023,25810003,150,90
2023,25810004,180,120
2023,25820001,,
2023,25820002,,
2023,25840001,,
2023,25840002,,
2023,25850001,40,0
2023,25860001,,
2023,25880001,120,120
2023,25880002,480,300
2023,25880003,180,300
2023,25880004,120,240
2023,25880005,240,360
2023,25890001,,
2023,25900001,90,120
2023,25900002,30,50
2023,25900004,120,240
2023,25910001,60,60
2023,25910002,60,90
2023,25910003,120,180
2023,25910004,120,120
2023,25920001,120,120
2023,25920002,30,30
2023,25920003,120,120
2023,25920004,120,120
2023,25940001,60,120
2023,25940002,30,30
2023,25950001,40,40
2023,25950002,30,30
2023,25950003,40,40
2023,25970001,50,80
2023,25970003,15,30
2023,25970004,120,240
2023,25970005,30,60
2023,25980001,20,40
2023,25980002,20,30
2023,25980003,120,60
2023,25990001,,
2023,26000001,30,30
2023,26000002,40,40
2023,260001,20,10
2023,260002,20,20
2023,260003,30,30
2023,260004,30,30
2023,26020002,30,40
2023,26020003,20,60
2023,26020004,70,240
2023,26020005,,
2023,26030002,60,180
2023,26030003,120,300
2023,26030004,120,300
2023,26030006,,
2023,26040001,30,40
2023,26040002,30,40
2023,26040003,60,40
2023,26050001,60,60
2023,26050002,30,30
2023,26060001,60,120
2023,26060002,30,60
2023,26070001,120,60
2023,26080001,,
2023,26080002,,
2023,26090001,20,20
2023,26090002,20,20
2023,26090003,,
2023,26090005,40,40
2023,26100001,30,40
2023,26100002,50,80
2023,26100003,40,60
2023,26100004,40,90
2023,26120001,100,50
2023,26130001,40,90
2023,26130002,30,30
2023,26140001,,
2023,26160001,60,60
2023,26160002,60,60
2023,26160003,60,60
2023,26180001,,
2023,26190002,30,60
2023,26190003,60,120
2023,2620001,180,30
2023,2620002,120,240
2023,2620003,0,60
2023,2620004,30,30
2023,26230001,60,60
2023,26230002,60,60
2023,26240001,30,60
2023,26240002,20,10
2023,26240003,120,180
2023,26240004,120,240
2023,26250001,10,10
2023,26250002,10,10
2023,26280001,,
2023,26280002,120,180
2023,26280003,120,270
2023,26280004,60,60
2023,26280005,60,60
2023,26290001,60,300
2023,26290002,120,360
2023,26290003,60,180
2023,26290004,60,180
2023,26290005,180,300
2023,26300001,90,30
2023,26300002,60,60
2023,26300003,30,30
2023,26300004,180,0
2023,26320001,,
2023,26360001,150,30
2023,26360002,120,60
2023,26360003,180,120
2023,26370002,,
2023,26370003,60,60
2023,26370004,60,60
2023,26370005,60,120
2023,26370006,180,180
2023,2640001,120,180
2023,2640002,60,120
2023,2640003,60,180
2023,2640004,60,120
2023,2640005,60,120
2023,26410001,60,60
2023,26410002,60,60
2023,26410003,60,100
2023,26410004,60,120
2023,26420001,10,0
2023,26420002,60,60
2023,26420003,30,90
2023,26440001,20,20
2023,26440002,,
2023,26470001,120,120
2023,26470002,90,120
2023,26470003,120,240
2023,26480001,60,60
2023,26480002,60,60
2023,26490001,30,30
2023,26490002,10,10
2023,26500001,60,60
2023,26500002,60,60
2023,26520001,60,60
2023,26520002,30,30
2023,26530001,30,30
2023,26530002,60,60
2023,26530003,60,120
2023,26530004,300,480
2023,26540001,30,30
2023,26540002,90,180
2023,26540003,180,240
2023,26550001,30,30
2023,26550002,30,30
2023,26550003,90,120
2023,26550004,120,180
2023,26570001,,
2023,26600001,20,40
2023,26600002,20,40
2023,26600003,20,90
2023,26600004,20,100
2023,26610001,20,40
2023,26610002,30,50
2023,26610003,20,40
2023,26620001,,
2023,26620002,20,30
2023,26630001,20,30
2023,26630002,20,30
2023,26630003,20,30
2023,26640001,30,50
2023,26640002,30,50
2023,26640003,20,40
2023,26650001,30,50
2023,26650002,30,50
2023,26660001,,
2023,26660002,15,15
2023,26660003,30,40
2023,26700001,30,40
2023,26700002,20,40
2023,26700003,30,100
2023,26700004,30,100
2023,26710001,20,30
2023,26710002,15,40
2023,26720001,30,50
2023,26720002,40,90
2023,26730001,20,40
2023,26730002,20,40
2023,26730003,20,40
2023,26730004,15,40
2023,26740001,15,30
2023,26740002,,
2023,26750001,20,40
2023,26750002,15,30
2023,26750003,20,100
2023,26750004,23,100
2023,26750005,20,100
2023,26770001,30,60
2023,26770002,30,60
2023,26770003,30,30
2023,26770004,0,60
2023,26770005,30,30
2023,26780001,20,30
2023,26790001,90,90
2023,26790002,60,60
2023,26790003,10,60
2023,26790004,90,150
2023,26790005,150,240
2023,26800001,60,60
2023,26800002,60,90
2023,26800003,120,120
2023,26800004,30,120
2023,26800005,60,60
2023,26810001,60,60
2023,26810002,20,20
2023,26810003,90,150
2023,26810004,100,110
2023,26810005,90,150
2023,26830001,,
2023,26830002,,
2023,26830004,,
2023,26830101,,
2023,26830102,,
2023,26850001,150,180
2023,26850002,120,240
2023,26850003,130,180
2023,26850004,120,120
2023,26870001,20,90
2023,26870002,10,10
2023,26870003,30,30
2023,26870004,180,180
2023,26870005,240,240
2023,26880001,360,360
2023,26880002,30,90
2023,26880004,180,300
2023,26890001,150,120
2023,26890002,180,300
2023,26890101,180,240
2023,26900001,30,30
2023,26900002,30,30
2023,2690001,90,60
2023,2690002,90,60
2023,26910001,120,240
2023,26910002,150,60
2023,26910101,120,30
2023,26930002,,
2023,26950001,10,10
2023,26950002,10,0
2023,26960001,30,120
2023,26960002,60,120
2023,26960003,60,60
2023,26960006,120,180
2023,26960101,30,60
2023,26960102,60,60
2023,26960103,180,180
2023,26960104,120,120
2023,26960105,,
2023,26980001,60,90
2023,26980002,60,90
2023,26980101,90,60
2023,26980102,90,90
2023,26980201,60,60
2023,26980202,120,120
2023,26990001,,
2023,26990003,60,180
2023,27000002,30,30
2023,2700001,60,60
2023,2700002,180,120
2023,2700003,120,90
2023,270001,30,20
2023,270002,20,10
2023,27010001,120,0
2023,27010002,30,0
2023,27010003,10,60
2023,27010005,120,300
2023,27020001,20,20
2023,27020002,180,300
2023,27020004,60,90
2023,27030001,40,70
2023,27030002,40,90
2023,27040001,30,50
2023,27040002,40,50
2023,27040003,40,90
2023,27050001,90,130
2023,27050002,90,130
2023,27050003,90,150
2023,27050004,90,150
2023,27060001,40,50
2023,27060002,50,70
2023,27070001,,
2023,27070002,,
2023,27080001,30,50
2023,27080002,45,30
2023,27090002,60,30
2023,27100002,30,60
2023,2710001,90,60
2023,27110002,80,30
2023,27120004,30,120
2023,27130001,30,45
2023,27130002,60,120
2023,27140001,60,180
2023,27140002,120,90
2023,27150002,60,120
2023,27160003,40,30
2023,27190001,90,90
2023,27190002,30,30
2023,27190003,30,120
2023,27190004,60,60
2023,27190005,60,60
2023,27190006,60,60
2023,2720001,60,60
2023,2720002,90,90
2023,27210001,,
2023,27210002,120,180
2023,27210003,60,60
2023,27210004,120,120
2023,27210005,120,120
2023,27220001,90,90
2023,27220002,90,90
2023,27220003,120,120
2023,27220004,120,120
2023,27230001,30,120
2023,27230002,60,120
2023,27230003,60,120
2023,27230004,60,60
2023,27270001,,
2023,27270002,,
2023,27270003,150,150
2023,27300001,30,30
2023,27300002,30,30
2023,2730001,90,90
2023,2730002,120,120
2023,27300101,90,90
2023,27300102,30,30
2023,27300201,120,120
2023,27300202,90,90
2023,27300203,10,10
2023,27320001,30,30
2023,27320002,80,45
2023,27330001,30,30
2023,27330002,60,60
2023,27330003,60,90
2023,27370001,30,60
2023,27370002,30,60
2023,27380001,150,240
2023,27380002,180,270
2023,27380003,150,240
2023,27380004,90,150
2023,27410001,10,20
2023,27410002,20,20
2023,27410003,60,60
2023,27450001,20,30
2023,27450002,30,36
2023,27470001,360,420
2023,27470002,300,300
2023,27470003,120,120
2023,27470004,180,180
2023,27480002,90,30
2023,27480003,180,60
2023,27480004,180,60
2023,27490001,120,120
2023,27490002,600,600
2023,27490003,120,300
2023,27490004,240,300
2023,27500001,240,600
2023,27500002,240,360
2023,27500003,120,120
2023,27500004,300,366
2023,27500005,60,180
2023,2750001,60,60
2023,2750003,90,60
2023,27530001,,
2023,27530002,20,60
2023,27530003,120,480
2023,27540001,30,30
2023,27560001,60,120
2023,27560002,150,180
2023,27560003,180,300
2023,27560004,300,540
2023,27570001,120,240
2023,27570002,60,180
2023,27570003,120,120
2023,27570004,120,120
2023,27570005,120,120
2023,27600001,0,120
2023,27600002,120,120
2023,27600003,60,300
2023,27600004,60,120
2023,2760001,60,60
2023,2760002,120,120
2023,2760003,90,90
2023,2760004,90,90
2023,27610001,,
2023,27610002,180,120
2023,27630001,,
2023,27640001,30,30
2023,27640002,60,60
2023,27640003,,
2023,27650001,240,240
2023,27650002,180,480
2023,27650003,300,420
2023,27650004,120,240
2023,27660001,240,240
2023,27660002,40,40
2023,27660003,120,150
2023,27660004,50,120
2023,27670001,,
2023,27670002,,
2023,27670003,30,30
2023,27670004,30,30
2023,27680002,30,30
2023,27690001,5,10
2023,27690002,20,20
2023,2770001,90,60
2023,2770002,90,60
2023,2770003,30,30
2023,27710002,120,120
2023,27720001,50,30
2023,27720002,10,10
2023,27720003,210,240
2023,27720004,360,360
2023,27770001,240,0
2023,27770002,270,420
2023,27770003,60,60
2023,27770004,180,120
2023,27780001,240,300
2023,27790002,30,60
2023,2780001,90,60
2023,2780002,60,60
2023,27810001,150,240
2023,27810002,240,240
2023,27810003,300,600
2023,27810004,180,300
2023,27810005,180,300
2023,27820001,30,30
2023,27850001,60,150
2023,27860001,30,60
2023,27860002,60,180
2023,27870001,30,30
2023,27870002,30,80
2023,27880001,90,150
2023,27880002,30,60
2023,27880003,120,180
2023,27890001,10,10
2023,27900001,10,10
2023,27900002,15,15
2023,27910003,180,240
2023,27920001,120,120
2023,27930001,15,15
2023,27930002,15,15
2023,27940001,210,210
2023,27940002,60,120
2023,27940003,120,60
2023,27940004,180,360
2023,27960001,30,30
2023,27960002,,
2023,27990002,180,60
2023,27990004,240,300
2023,2800001,60,60
2023,2800002,90,60
2023,28010001,120,360
2023,28010002,240,360
2023,28010003,180,300
2023,28010004,,
2023,28010005,,
2023,28030001,30,20
2023,28030004,60,150
2023,28030005,,
2023,28030006,30,60
2023,28040001,120,120
2023,28050001,120,240
2023,28050002,180,300
2023,28050003,180,300
2023,28050004,330,400
2023,28070001,60,120
2023,28070002,120,120
2023,28070003,180,0
2023,28070004,180,60
2023,28090001,30,30
2023,28090002,60,40
2023,28090003,60,80
2023,2810001,90,60
2023,2810002,60,60
2023,28140001,90,240
2023,28140002,90,130
2023,28140003,180,240
2023,28140004,240,420
2023,28170002,90,40
2023,28180001,,
2023,2820001,90,120
2023,2820002,,
2023,2820003,120,60
2023,28210001,180,180
2023,28210002,40,480
2023,28210003,60,60
2023,28260001,60,120
2023,28260002,60,60
2023,28260003,60,120
2023,28260004,180,240
2023,28280001,30,30
2023,28280002,30,60
2023,28280003,60,180
2023,28280004,30,120
2023,28290002,10,10
2023,28290004,20,30
2023,28300001,240,180
2023,28300002,30,30
2023,28300003,120,180
2023,28300004,30,30
2023,28300005,,
2023,2830001,90,90
2023,2830002,120,90
2023,2830003,120,60
2023,2830004,120,60
2023,28310001,50,60
2023,28310002,20,30
2023,28310003,90,120
2023,28320001,60,120
2023,28320002,180,180
2023,28320003,30,60
2023,28320004,60,180
2023,28320005,60,120
2023,28330001,60,30
2023,28330002,20,70
2023,28330004,150,150
2023,28350001,180,180
2023,28350002,180,180
2023,28350003,180,180
2023,28370001,60,60
2023,28370002,120,60
2023,28370003,60,120
2023,28370004,60,60
2023,2840001,90,60
2023,2840002,100,150
2023,2840003,120,120
2023,28430001,60,180
2023,28430002,30,60
2023,28480001,60,60
2023,28480002,60,120
2023,28480003,60,60
2023,28500001,160,90
2023,28500002,150,60
2023,28500004,270,360
2023,2850001,,
2023,2850002,90,60
2023,28520001,,
2023,28540001,120,120
2023,28570001,120,180
2023,28570002,120,180
2023,28570003,120,120
2023,28580001,30,30
2023,28580002,60,60
2023,28580003,120,180
2023,28580004,120,120
2023,28580005,180,180
2023,28590001,30,30
2023,28590002,20,20
2023,28590003,30,30
2023,28590004,,
2023,28590005,,
2023,28610001,120,120
2023,28610002,150,150
2023,28610003,60,120
2023,28610004,120,240
2023,28620001,120,180
2023,28620002,180,240
2023,28620003,180,180
2023,28620004,120,120
2023,28640001,90,120
2023,28640002,120,180
2023,28640003,90,120
2023,28690001,30,60
2023,28690002,30,30
2023,28700001,,
2023,28700002,60,120
2023,2870002,,
2023,28710001,,
2023,28710002,150,90
2023,28710003,230,90
2023,28710004,80,170
2023,28780001,150,300
2023,28780002,90,150
2023,28780003,360,600
2023,28780004,300,600
2023,28820001,60,120
2023,28820002,180,180
2023,28820003,300,240
2023,28820004,180,240
2023,28850001,60,60
2023,28850002,180,120
2023,28850004,180,180
2023,28850101,240,480
2023,28850102,240,480
2023,28900001,,
2023,28900002,45,30
2023,2890002,120,120
2023,2890005,60,60
2023,2890006,60,60
2023,28910002,,
2023,28930001,20,30
2023,28930002,30,30
2023,28930003,20,60
2023,28930004,30,60
2023,28940001,40,60
2023,28950001,30,60
2023,28950002,60,60
2023,28950003,60,60
2023,28950004,90,90
2023,28960001,30,30
2023,28960002,480,240
2023,28990001,90,120
2023,28990002,30,30
2023,28990004,,
2023,29000001,,
2023,29000002,,
2023,290001,,
2023,290002,,
2023,290003,100,170
2023,29010001,60,60
2023,29010002,20,0
2023,29010003,120,120
2023,29010004,20,60
2023,29010005,0,60
2023,29020001,,
2023,29040001,,
2023,29100001,10,30
2023,29100002,30,60
2023,29170001,120,120
2023,29170002,20,20
2023,29170003,40,50
2023,29170004,30,30
2023,29170005,30,30
2023,29180001,30,30
2023,29180002,20,20
2023,29220001,300,420
2023,29220002,30,60
2023,29220003,180,300
2023,29220004,60,120
2023,29250001,,
2023,29250002,60,30
2023,29250003,60,180
2023,29250004,60,240
2023,29270001,,
2023,29270002,30,60
2023,29270003,180,180
2023,29270004,150,150
2023,29300001,120,240
2023,29300002,300,480
2023,29300003,120,240
2023,29300004,120,240
2023,2930002,20,20
2023,2930003,90,60
2023,29330001,30,30
2023,29330002,40,40
2023,29340001,30,90
2023,29340002,30,30
2023,29340003,30,30
2023,29340004,40,40
2023,29420001,,
2023,29430002,60,30
2023,29430003,40,30
2023,29450001,,
2023,29450002,50,45
2023,29470001,,
2023,29490001,60,180
2023,29490002,60,60
2023,29490003,120,180
2023,29490004,30,30
2023,29500001,120,120
2023,29500002,60,60
2023,29500003,90,60
2023,29500004,60,60
2023,29530001,60,120
2023,29530002,10,10
2023,29530003,60,240
2023,29530004,60,240
2023,29540002,30,30
2023,29540003,30,40
2023,29540004,30,30
2023,29550001,10,10
2023,29550003,30,80
2023,29560001,60,180
2023,29570001,,
2023,29570002,5,5
2023,29570003,10,120
2023,29570004,20,120
2023,29580001,30,120
2023,29580002,60,60
2023,29580003,120,180
2023,29580004,180,180
2023,29580005,30,120
2023,29600001,10,40
2023,29600002,30,30
2023,29620001,60,180
2023,29620002,50,60
2023,29640001,90,150
2023,29640002,30,15
2023,29640003,80,40
2023,29650001,30,30
2023,29660001,90,160
2023,29660002,30,20
2023,29670001,30,60
2023,29670002,80,120
2023,29690001,60,120
2023,29690002,45,20
2023,29690003,120,180
2023,29690004,120,180
2023,29700004,160,110
2023,29720001,30,60
2023,29720002,30,80
2023,29720003,40,80
2023,29740002,90,40
2023,29740003,30,80
2023,29740004,30,50
2023,29750001,30,30
2023,29750002,20,20
2023,29760001,40,30
2023,29780001,60,150
2023,29780002,90,120
2023,29780003,45,80
2023,29800001,,
2023,29800002,40,30
2023,29800004,50,30
2023,29810001,90,90
2023,29810002,30,30
2023,29810003,90,120
2023,29820001,20,35
2023,29820002,90,50
2023,29820003,90,40
2023,29830001,60,40
2023,29830002,,
2023,29830003,30,180
2023,29840001,60,120
2023,29840002,30,20
2023,29840003,40,60
2023,29840004,40,60
2023,29850001,10,10
2023,29860001,80,40
2023,29870001,50,30
2023,29880001,30,60
2023,29890001,40,50
2023,29890002,220,170
2023,29890003,210,110
2023,29900001,30,30
2023,29900002,30,30
2023,29900003,90,180
2023,29900004,90,120
2023,29920001,90,60
2023,29930001,30,30
2023,29930002,30,30
2023,29930003,0,120
2023,29930004,0,120
2023,29960001,180,420
2023,29960002,120,240
2023,29960003,120,240
2023,29970001,150,120
2023,29970002,90,0
2023,29970003,150,300
2023,29970004,120,300
2023,29980001,60,60
2023,29980003,60,60
2023,29980004,120,180
2023,29980005,240,240
2023,29990001,120,180
2023,29990002,120,180
2023,29990003,180,180
2023,29990004,120,120
2023,300001,30,90
2023,300002,60,150
2023,300003,150,110
2023,300004,100,120
2023,30001,60,120
2023,30002,60,30
2023,30003,180,360
2023,30004,90,120
2023,30010001,120,120
2023,30010002,60,120
2023,30010003,60,120
2023,30010004,60,120
2023,30020001,,
2023,30020002,,
2023,30030001,120,300
2023,30050001,25,40
2023,30080001,30,60
2023,30090001,30,90
2023,30090002,90,30
2023,30100001,30,30
2023,3010002,20,35
2023,30130001,0,180
2023,30130002,0,180
2023,30130003,80,60
2023,30130004,160,110
2023,30140001,60,120
2023,30140002,90,120
2023,30140003,150,90
2023,30140004,160,170
2023,30160001,,
2023,30160002,,
2023,30190001,,
2023,30190002,,
2023,3020001,60,60
2023,3020002,120,60
2023,3020003,180,300
2023,3020004,30,30
2023,30210001,60,120
2023,30210002,60,60
2023,30210003,60,60
2023,30210004,60,120
2023,30240001,30,30
2023,30240002,60,60
2023,30240101,30,30
2023,30240102,20,40
2023,30360001,30,30
2023,30360002,,
2023,30360004,30,60
2023,3060004,30,50
2023,3070001,60,40
2023,3070002,30,45
2023,3100003,50,90
2023,310001,,
2023,310002,60,120
2023,310003,60,180
2023,310004,80,170
2023,3110001,60,40
2023,3110002,120,90
2023,3110003,60,150
2023,3120001,40,30
2023,3120002,90,60
2023,3120003,120,90
2023,3160001,,
2023,3160002,,
2023,3170001,60,60
2023,3170002,60,60
2023,3170003,90,120
2023,3180001,30,40
2023,3180002,30,30
2023,3180003,30,30
2023,3190002,40,40
2023,3190003,30,30
2023,3200001,30,30
2023,3200002,30,30
2023,3200003,30,30
2023,320001,,
2023,320002,,
2023,320003,120,120
2023,3210001,60,180
2023,3220001,60,90
2023,3220002,60,60
2023,3220004,60,60
2023,3240001,120,240
2023,3250001,100,160
2023,3250002,150,230
2023,3250003,100,150
2023,3250004,120,180
2023,3260001,120,180
2023,3260002,50,120
2023,3260003,120,120
2023,3270001,90,120
2023,3270002,120,180
2023,3270003,150,240
2023,3270004,120,60
2023,3280002,180,240
2023,3290002,120,120
2023,3290003,100,120
2023,3300001,40,80
2023,3300002,110,120
2023,3300003,60,120
2023,3300004,40,80
2023,330001,,
2023,3310001,40,240
2023,3310002,50,90
2023,3310003,90,90
2023,3310004,120,120
2023,3330001,160,180
2023,3330002,120,120
2023,3330003,120,240
2023,3330004,150,240
2023,3340001,30,30
2023,3340002,110,180
2023,3350001,50,110
2023,3350002,50,90
2023,3350003,110,120
2023,3370001,30,40
2023,3370002,30,100
2023,3370003,240,240
2023,3370004,100,180
2023,3390001,,
2023,3390101,290,600
2023,3390102,180,300
2023,3390103,50,240
2023,3390104,600,240
2023,3390105,160,150
2023,340001,0,150
2023,340002,0,150
2023,3410002,120,60
2023,3410101,30,30
2023,3410102,120,120
2023,3420001,60,60
2023,3420002,,
2023,3420003,60,30
2023,3420004,180,180
2023,3430001,180,180
2023,3430002,180,180
2023,3430003,240,360
2023,3440001,180,180
2023,3440002,120,120
2023,3440003,150,90
2023,3440004,180,300
2023,3460001,180,300
2023,3460002,30,30
2023,3460003,60,180
2023,3460004,60,150
2023,3490001,,
2023,3490002,,
2023,350001,0,120
2023,350002,60,210
2023,350003,170,170
2023,3520001,20,10
2023,3520002,270,20
2023,3530001,20,15
2023,3530002,30,20
2023,3540001,20,20
2023,3540002,10,10
2023,3540003,20,20
2023,3540004,30,20
2023,3560002,,
2023,3580001,10,10
2023,3580002,20,10
2023,3580003,10,10
2023,3590001,,
2023,3590002,,
2023,3600001,20,10
2023,3600002,20,2
2023,360001,30,60
2023,360002,30,40
2023,3610001,30,30
2023,3610002,20,20
2023,3620001,20,10
2023,3620002,15,15
2023,3640001,20,20
2023,3670001,,
2023,3690001,10,10
2023,3690002,20,20
2023,370001,30,60
2023,370002,20,60
2023,3710001,10,10
2023,3710002,30,20
2023,3710003,20,20
2023,3710004,70,10
2023,3720001,20,10
2023,3720002,10,10
2023,3720003,20,20
2023,3730001,20,10
2023,3730002,10,10
2023,3730003,20,20
2023,3730004,20,20
2023,3740001,40,4
2023,3740002,10,10
2023,3740003,20,20
2023,3740004,20,20
2023,3780001,20,20
2023,3780002,20,20
2023,3780003,30,10
2023,380001,60,60
2023,380002,120,180
2023,390001,30,30
2023,390002,60,120
2023,390003,30,30
2023,390004,10,30
2023,3920001,60,80
2023,3920002,60,120
2023,3930001,60,120
2023,3930002,60,120
2023,3930003,60,90
2023,3960001,60,180
2023,3960002,120,120
2023,3970001,60,60
2023,3970002,30,30
2023,3990001,120,180
2023,3990002,180,180
2023,3990003,60,180
2023,3990004,180,300
2023,4000001,40,40
2023,4000002,90,120
2023,4000003,80,120
2023,400001,,
2023,400002,120,120
2023,40002,120,120
2023,40004,180,300
2023,40010001,30,30
2023,400101,60,60
2023,400102,60,60
2023,40020001,10,10
2023,40020002,20,30
2023,40040001,15,20
2023,40040002,15,10
2023,40050001,60,100
2023,40050002,60,90
2023,40050003,20,30
2023,40050004,20,30
2023,40060001,10,10
2023,40060002,15,10
2023,40070001,60,60
2023,40070002,,
2023,40080001,180,180
2023,40080002,120,120
2023,40100001,60,90
2023,40110001,60,120
2023,40110002,60,90
2023,40120001,60,90
2023,40120002,60,90
2023,40130001,30,30
2023,40140001,60,120
2023,40140002,60,90
2023,40160001,60,90
2023,40170001,10,30
2023,40180001,10,15
2023,40190001,60,90
2023,40190002,60,150
2023,40190003,60,120
2023,40200001,90,150
2023,40200002,60,120
2023,40200003,120,180
2023,40210001,30,30
2023,40220001,60,60
2023,40220002,40,90
2023,40220003,150,240
2023,40220004,120,180
2023,40230001,30,30
2023,40230002,10,10
2023,40230003,60,60
2023,40230004,60,60
2023,40240001,90,90
2023,40240002,120,120
2023,40280001,30,30
2023,40290001,60,60
2023,40290002,60,90
2023,40300001,60,60
2023,40300002,,
2023,40310001,120,240
2023,40310002,120,120
2023,40310003,180,180
2023,40310004,120,180
2023,40320001,10,10
2023,40320002,30,30
2023,40330001,15,15
2023,40340001,40,60
2023,40340002,10,10
2023,40350001,90,120
2023,40350002,120,150
2023,40360001,60,120
2023,40360002,120,210
2023,40370001,120,120
2023,40370002,120,180
2023,40380001,60,120
2023,40380002,120,120
2023,40390001,90,90
2023,40390002,120,180
2023,40400001,120,120
2023,40400002,60,60
2023,40400004,180,240
2023,40410001,15,15
2023,40410002,,
2023,40420001,60,120
2023,40420002,30,60
2023,40430001,90,120
2023,40430002,90,120
2023,40440001,90,150
2023,40440003,,
2023,40450001,60,90
2023,40450002,60,60
2023,40450003,60,90
2023,40450004,60,120
2023,40460004,120,180
2023,40490001,,
2023,40490002,10,10
2023,40500001,,
2023,40500002,0,120
2023,40500003,90,180
2023,40520001,90,150
2023,40520002,90,120
2023,40530001,120,120
2023,40530002,120,120
2023,40530003,,
2023,40540001,90,120
2023,40540002,120,120
2023,40550001,60,120
2023,40550002,60,60
2023,40550003,60,100
2023,40560001,90,60
2023,40560002,180,90
2023,40570001,5,5
2023,40580001,,
2023,40580002,,
2023,40600001,60,60
2023,40600002,120,180
2023,4060001,120,180
2023,4060002,240,360
2023,4060003,120,240
2023,4060004,300,360
2023,40610001,10,10
2023,40610002,60,90
2023,40610004,60,120
2023,40620001,,
2023,40640001,,
2023,40640002,,
2023,40710001,90,120
2023,40710002,90,40
2023,4080001,90,30
2023,4080002,60,60
2023,4080003,,
2023,4080004,,
